Rk,X,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y.A,TD.1,Tgt,Rec,Yds.2,Y.R,TD.2,FantPt,DKPt,FDPt,VBD,PosRank,OvRank,namecode
337,Daniel Graham\GrahDa00,DEN,TE,32,16,16,0,0,0,0,0,0,0,,0,37,18,148,8.22,0,15,35.3,22.8,,51,,GrahDa00
338,Jim Kleinsasser\KleiJi00,MIN,TE,33,16,7,0,0,0,0,0,0,0,,0,21,17,148,8.71,0,15,34.8,23.3,,52,,KleiJi00
339,Sammy Morris\MorrSa00,NWE,RB,33,16,0,0,0,0,0,0,20,56,2.80,0,12,7,77,11.00,0,15,19.8,15.8,,95,,MorrSa00
340,Todd Bouman\BoumTo00,JAX,QB,38,1,1,18,34,222,2,2,2,8,4.00,0,0,0,0,,0,14,15.7,15.7,,54,,BoumTo00
341,Rashied Davis\DaviRa00,CHI,WR,31,16,0,0,0,0,0,0,0,0,,0,13,9,84,9.33,1,14,22.9,17.9,,138,,DaviRa00
342,Naaman Roosevelt\RoosNa00,BUF,WR,23,6,1,0,0,0,0,0,1,3,3.00,0,17,9,139,15.44,0,14,26.2,18.7,,139,,RoosNa00
343,Matt Spaeth\SpaeMa00,PIT,WR,27,14,13,0,0,0,0,0,0,0,,0,18,9,80,8.89,1,14,23.0,18.5,,141,,SpaeMa00
344,Maurice Stovall\StovMa00,TAM,WR,25,12,1,0,0,0,0,0,0,0,,0,9,7,81,11.57,1,14,21.1,17.6,,140,,StovMa00
345,Tyrell Sutton\SuttTy00,CAR,RB,24,9,0,0,0,0,0,0,13,71,5.46,0,12,12,70,5.83,0,14,26.1,20.1,,96,,SuttTy00
346,Danny Ware\WareDa00,NYG,RB,25,14,0,0,0,0,0,0,20,73,3.65,0,9,7,67,9.57,0,14,21.0,17.5,,97,,WareDa00
347,Jerome Felton\FeltJe00,DET,RB,24,16,2,0,0,0,0,0,22,76,3.45,0,15,8,54,6.75,0,13,20.5,16.0,,98,,FeltJe00
348,Clay Harbor\HarbCl00,PHI,TE,23,9,6,0,0,0,0,0,0,0,,0,15,9,72,8.00,1,13,22.2,17.7,,53,,HarbCl00
349,Spencer Larsen\LarsSp99,DEN,RB,26,11,5,0,0,0,0,0,3,18,6.00,0,5,5,51,10.20,1,13,17.9,15.4,,99,,LarsSp99
350,Dimitri Nance\NancDi00,GNB,RB,22,12,0,0,0,0,0,0,36,95,2.64,0,4,3,30,10.00,0,13,15.5,14.0,,101,,NancDi00
351,Michael Robinson\RobiMi00,SEA,RB,27,11,4,1,1,28,0,0,12,77,6.42,0,13,8,37,4.63,0,13,20.5,16.5,,100,,RobiMi00
352,Donte' Stallworth\StalDo00,BAL,WR,30,8,0,0,0,0,0,0,5,45,9.00,0,5,2,82,41.00,0,13,14.2,12.7,,142,,StalDo00
353,David Anderson\AndeDa01,HOU,WR,27,12,1,0,0,0,0,0,0,0,,0,18,11,117,10.64,0,12,25.7,17.2,,146,,AndeDa01
354,Jackie Battle\BattJa00,KAN,RB,27,16,0,0,0,0,0,0,20,50,2.50,1,3,1,9,9.00,0,12,12.9,12.4,,103,,BattJa00
355,David Clowney\ClowDa00,2TM,WR,25,13,0,0,0,0,0,0,0,0,,0,16,7,124,17.71,0,12,22.4,15.9,,143,,ClowDa00
356,Sam Hurd\HurdSa00,DAL,WR,25,15,1,0,0,0,0,0,0,0,,0,23,14,120,8.57,0,12,29.0,19.0,,144,,HurdSa00
357,Max Komar\KomaMa00,ARI,WR,23,8,0,0,0,0,0,0,0,0,,0,22,12,117,9.75,0,12,25.2,14.7,,147,,KomaMa00
358,Laurence Maroney\MaroLa00,DEN,RB,25,4,3,0,0,0,0,0,36,74,2.06,0,7,4,50,12.50,0,12,15.9,13.4,,102,,MaroLa00
359,Cameron Morrah\MorrCa00,SEA,TE,23,15,3,0,0,0,0,0,0,0,,0,18,9,117,13.00,0,12,23.7,16.2,,55,,MorrCa00
360,Kassim Osgood\OsgoKa00,JAX,WR,30,16,3,0,0,0,0,0,0,0,,0,16,6,60,10.00,1,12,18.0,15.0,,145,,OsgoKa00
361,Ben Patrick\PatrBe00,ARI,TE,26,15,7,0,0,0,0,0,0,0,,0,18,15,123,8.20,0,12,29.8,18.8,,54,,PatrBe00
362,Robert Royal\RoyaRo00,CLE,WR,31,15,4,0,0,0,0,0,0,0,,0,12,5,56,11.20,1,12,16.6,14.1,,148,,RoyaRo00
363,James Starks\StarJa00,GNB,RB,24,3,0,0,0,0,0,0,29,101,3.48,0,4,2,15,7.50,0,12,16.6,12.6,,104,,StarJa00
364,Mark Brunell\BrunMa00,NYJ,QB,40,2,0,7,13,117,2,1,0,0,,0,0,0,0,,0,11,11.7,11.7,,56,,BrunMa00
365,John Conner\ConnJo00,NYJ,RB,23,16,0,0,0,0,0,0,8,44,5.50,1,4,2,9,4.50,0,11,13.3,12.3,,105,,ConnJo00
366,James Davis\DaviJa03,2TM,RB,24,7,0,0,0,0,0,0,19,60,3.16,0,5,4,45,11.25,0,11,14.5,12.5,,108,,DaviJa03
367,Dennis Dixon\DixoDe00,PIT,QB,25,2,2,22,32,254,0,1,5,32,6.40,0,0,0,0,,0,11,11.4,10.4,,55,,DixoDe00
368,Kevin Faulk\FaulKe00,NWE,RB,34,2,2,0,0,0,0,0,8,45,5.63,0,10,6,62,10.33,0,11,16.7,13.7,,107,,FaulKe00
369,Chris Gronkowski\GronCh00,DAL,RB,24,14,7,0,0,0,0,0,5,17,3.40,0,14,7,35,5.00,1,11,18.2,14.7,,106,,GronCh00
370,Jonathan Stupar\StupJo00,BUF,TE,26,16,3,0,0,0,0,0,0,0,,0,13,12,111,9.25,0,11,25.6,16.1,,56,,StupJo00
371,Tiquan Underwood\UndeTi00,JAX,WR,23,10,0,0,0,0,0,0,0,0,,0,22,8,111,13.88,0,11,22.1,15.1,,149,,UndeTi00
372,Roydell Williams\WillRo05,WAS,WR,29,16,0,0,0,0,0,0,0,0,,0,18,8,109,13.63,0,11,21.9,14.9,,150,,WillRo05
373,Aaron Brown\BrowAa00,DET,RB,25,6,0,0,0,0,0,0,17,58,3.41,0,13,8,45,5.63,0,10,18.3,14.3,,111,,BrowAa00
374,James Casey\CaseJa00,HOU,TE,26,16,4,0,0,0,0,0,0,0,,0,14,8,98,12.25,0,10,17.8,13.8,,59,,CaseJa00
375,Julian Edelman\EdelJu00,NWE,WR,24,15,3,0,0,0,0,0,2,14,7.00,0,14,7,86,12.29,0,10,22.5,18.5,,153,,EdelJu00
376,Heath Evans\EvanHe00,NOR,RB,32,16,6,0,0,0,0,0,2,2,1.00,0,11,7,41,5.86,1,10,17.3,13.8,,110,,EvanHe00
377,Ahmard Hall\HallAh00,TEN,RB,31,16,4,0,0,0,0,0,1,1,1.00,0,20,15,100,6.67,0,10,28.1,17.6,,112,,HallAh00
378,Will Heller\HellWi00,DET,TE,29,16,5,0,0,0,0,0,0,0,,0,5,4,37,9.25,1,10,13.7,11.7,,60,,HellWi00
379,Johnnie Lee Higgins\HiggJo00,OAK,WR,27,13,1,0,0,0,0,0,0,0,,0,30,10,103,10.30,0,10,23.3,15.3,,151,,HiggJo00
380,Stefan Logan\LogaSt00,DET,WR,29,16,0,0,1,0,0,0,15,95,6.33,0,1,0,0,,0,10,14.5,13.5,,156,,LogaSt00
381,Brandon Manumaleuna\ManuBr00,CHI,TE,30,16,13,0,0,0,0,0,0,0,,0,7,5,43,8.60,1,10,15.3,12.8,,58,,ManuBr00
382,David Martin\MartDa00,BUF,TE,31,16,9,0,0,0,0,0,0,0,,0,8,7,43,6.14,1,10,17.3,13.8,,57,,MartDa00
383,Corey McIntyre\McInCo00,BUF,RB,31,16,7,0,0,0,0,0,4,5,1.25,1,8,4,32,8.00,0,10,13.2,10.7,,114,,McInCo00
384,Chaz Schilens\SchiCh00,OAK,WR,25,5,0,0,0,0,0,0,0,0,,0,9,5,40,8.00,1,10,15.0,12.5,,154,,SchiCh00
385,Steve Slaton\SlatSt00,HOU,RB,24,12,1,0,0,0,0,0,19,93,4.89,0,4,3,11,3.67,0,10,13.4,11.9,,109,,SlatSt00
386,Naufahu Tahi\TahiNa00,MIN,RB,29,15,7,0,0,0,0,0,1,1,1.00,0,6,6,39,6.50,1,10,16.0,13.0,,113,,TahiNa00
387,Stephen Williams\WillSt01,ARI,WR,24,11,3,0,0,0,0,0,0,0,,0,23,9,101,11.22,0,10,22.1,14.6,,152,,WillSt01
388,Dominique Zeigler\ZiegDo00,SFO,WR,26,11,0,0,0,0,0,0,0,0,,0,15,9,98,10.89,0,10,18.8,14.3,,155,,ZiegDo00
389,Vonta Leach*+\LeacVo00,HOU,RB,29,16,5,0,0,0,0,0,0,0,,0,15,8,91,11.38,0,9,17.1,13.1,,115,,LeacVo00
390,Michael Palmer\PalmMi00,ATL,TE,22,14,1,0,0,0,0,0,0,0,,0,8,5,29,5.80,1,9,13.9,11.4,,61,,PalmMi00
391,Adrian Arrington\ArriAd00,NOR,WR,25,1,0,0,0,0,0,0,0,0,,0,9,7,79,11.29,0,8,14.9,11.4,,157,,ArriAd00
392,Eldra Buckley\BuckEl00,PHI,RB,25,16,0,0,0,0,0,0,21,67,3.19,0,2,1,10,10.00,0,8,8.2,7.2,,118,,BuckEl00
393,Kellen Davis\DaviKe01,CHI,TE,25,16,3,0,0,0,0,0,0,0,,0,2,1,19,19.00,1,8,8.9,8.4,,63,,DaviKe01
394,Josh Johnson\JohnJo05,TAM,QB,24,11,0,14,16,111,0,0,4,39,9.75,0,1,0,0,,0,8,8.3,8.3,,57,,JohnJo05
395,Brandon Myers\MyerBr00,OAK,TE,25,15,3,0,0,0,0,0,0,0,,0,16,12,80,6.67,0,8,19.5,13.0,,62,,MyerBr00
396,Keith Toston\TostKe00,STL,RB,23,16,0,0,0,0,0,0,19,54,2.84,0,2,2,29,14.50,0,8,10.3,9.3,,116,,TostKe00
397,Darrel Young\YounDa01,WAS,RB,23,16,0,0,0,0,0,0,4,19,4.75,0,1,1,3,3.00,1,8,9.2,8.7,,117,,YounDa01
398,Khalif Barnes\BarnKh20,OAK,TE,28,16,3,0,0,0,0,0,0,0,,0,2,2,8,4.00,1,7,8.8,7.8,,67,,BarnKh20
399,Kellen Clemens\ClemKe00,NYJ,QB,27,1,0,1,2,6,0,0,2,9,4.50,1,0,0,0,,0,7,7.1,7.1,,58,,ClemKe00
400,Anthony Gonzalez\GonzAn00,IND,WR,26,2,0,0,0,0,0,0,0,0,,0,9,5,67,13.40,0,7,11.7,9.2,,161,,GonzAn00
401,Dan Gronkowski\GronDa00,DEN,TE,25,12,4,0,0,0,0,0,0,0,,0,13,8,65,8.13,0,7,14.5,10.5,,68,,GronDa00
402,Bear Pascoe\PascBe00,NYG,TE,24,15,11,0,0,0,0,0,0,0,,0,13,9,72,8.00,0,7,16.2,11.7,,65,,PascBe00
403,Logan Paulsen\PaulLo00,WAS,TE,23,11,0,0,0,0,0,0,0,0,,0,2,2,10,5.00,1,7,9.0,8.0,,66,,PaulLo00
404,Gijon Robinson\RobiGi21,IND,TE,26,11,2,0,0,0,0,0,0,0,,0,7,3,12,4.00,1,7,10.2,8.7,,64,,RobiGi21
405,Kory Sperry\SperKo00,SDG,WR,25,7,1,0,0,0,0,0,0,0,,0,4,4,73,18.25,0,7,11.3,9.3,,159,,SperKo00
406,Brian St. Pierre\St.PBr20,CAR,QB,31,1,1,13,28,173,1,2,0,0,,0,0,0,0,,0,7,8.9,8.9,,59,,St.PBr20
407,Brett Swain\SwaiBr00,GNB,WR,25,16,1,0,0,0,0,0,0,0,,0,9,6,72,12.00,0,7,13.2,10.2,,160,,SwaiBr00
408,Josh Vaughan\VaugJo01,CAR,RB,24,3,0,0,0,0,0,0,3,7,2.33,1,0,0,0,,0,7,6.7,6.7,,120,,VaugJo01
409,Kris Wilson\WilsKr00,SDG,WR,29,14,7,0,0,0,0,0,0,0,,0,,6,73,12.17,0,7,12.8,9.3,,158,,WilsKr00
410,Jason Wright\WrigJa01,ARI,RB,28,15,1,0,0,0,0,0,6,28,4.67,0,16,8,42,5.25,0,7,14.5,10.0,,119,,WrigJa01
411,Ramses Barden\BardRa00,NYG,WR,24,6,0,0,0,0,0,0,0,0,,0,7,5,64,12.80,0,6,11.4,8.9,,162,,BardRa00
412,Tom Crabtree\CrabTo00,GNB,TE,25,16,1,0,0,0,0,0,0,0,,0,7,4,61,15.25,0,6,10.1,8.1,,69,,CrabTo00
413,Tony Fiammetta\FiamTo00,CAR,TE,24,14,9,0,0,0,0,0,7,22,3.14,0,10,5,34,6.80,0,6,10.6,8.1,,70,,FiamTo00
414,Mardy Gilyard\GilyMa00,STL,WR,24,11,2,0,0,0,0,0,0,0,,0,16,6,63,10.50,0,6,11.8,8.3,,163,,GilyMa00
415,Max Hall\HallMa00,ARI,QB,25,6,3,39,78,370,1,6,1,-5,-5.00,0,0,0,0,,0,6,12.8,7.3,,60,,HallMa00
416,Lavelle Hawkins\HawkLa00,TEN,WR,24,6,0,0,0,0,0,0,0,0,,0,6,5,61,12.20,0,6,11.1,8.6,,165,,HawkLa00
417,Brian Hoyer\HoyeBr00,NWE,QB,25,5,0,7,15,122,1,1,10,-8,-0.80,0,0,0,0,,0,6,7.1,7.1,,61,,HoyeBr00
418,Roberto Wallace\WallRo01,MIA,WR,24,12,0,0,0,0,0,0,0,0,,0,10,6,62,10.33,0,6,12.2,9.2,,164,,WallRo01
419,Eric Weems*\WeemEr00,ATL,WR,25,16,4,0,0,0,0,0,0,0,,0,6,6,61,10.17,0,6,24.1,21.1,,166,,WeemEr00
420,Terrence Austin\AustTe00,WAS,WR,22,5,0,0,0,0,0,0,0,0,,0,5,3,47,15.67,0,5,7.7,6.2,,168,,AustTe00
421,Tim Castille\CastTi20,KAN,RB,26,10,4,0,0,0,0,0,5,3,0.60,0,12,10,43,4.30,0,5,14.6,9.6,,122,,CastTi20
422,Jim Dray\DrayJi00,ARI,TE,24,16,3,0,0,0,0,0,0,0,,0,9,3,47,15.67,0,5,7.7,6.2,,71,,DrayJi00
423,Ryan Grant\GranRy00,GNB,RB,28,1,1,0,0,0,0,0,8,45,5.63,0,0,0,0,,0,5,4.5,4.5,,123,,GranRy00
424,David Johnson\JohnDa05,PIT,TE,23,16,5,0,0,0,0,0,0,0,,0,6,4,46,11.50,0,5,8.6,6.6,,72,,JohnDa05
425,Greg Jones\JoneGr01,JAX,RB,29,16,13,0,0,0,0,0,2,4,2.00,0,11,11,47,4.27,0,5,16.1,10.6,,121,,JoneGr01
426,Luke McCown\McCoLu00,JAX,QB,29,1,0,11,19,120,0,0,1,4,4.00,0,0,0,0,,0,5,5.2,5.2,,62,,McCoLu00
427,Preston Parker\ParkPr00,TAM,WR,23,9,0,0,0,0,0,0,1,7,7.00,0,9,4,42,10.50,0,5,8.9,6.9,,167,,ParkPr00
428,Richard Bartel\BartRi00,ARI,QB,27,1,0,16,28,150,0,1,0,0,,0,0,0,0,,0,4,5.0,5.0,,63,,BartRi00
429,Brody Eldridge\EldrBr00,IND,TE,23,14,8,0,0,0,0,0,0,0,,0,9,5,39,7.80,0,4,8.9,6.4,,77,,EldrBr00
430,Brandon James\JameBr00,IND,WR,23,3,0,0,0,0,0,0,0,0,,0,11,6,40,6.67,0,4,10.0,7.0,,171,,JameBr00
431,Dwayne Jarrett\JarrDw00,CAR,WR,24,3,0,0,0,0,0,0,0,0,,0,5,2,40,20.00,0,4,6.0,5.0,,170,,JarrDw00
432,Gartrell Johnson\JohnGa01,ATL,RB,24,9,0,0,0,0,0,0,10,36,3.60,0,5,3,6,2.00,0,4,6.7,4.7,,125,,JohnGa01
433,Reggie Kelly\KellRe00,CIN,TE,33,16,14,0,0,0,0,0,0,0,,0,13,10,42,4.20,0,4,14.2,9.2,,75,,KellRe00
434,Nick Miller\MillNi00,OAK,WR,23,9,0,0,0,0,0,0,0,0,,0,4,3,40,13.33,0,4,6.0,3.5,,172,,MillNi00
435,Taylor Price\PricTa00,NWE,WR,23,1,0,0,0,0,0,0,0,0,,0,4,3,41,13.67,0,4,7.1,5.6,,169,,PricTa00
436,Ryan Purvis\PurvRy00,TAM,TE,24,10,2,0,0,0,0,0,0,0,,0,6,5,38,7.60,0,4,8.8,6.3,,78,,PurvRy00
437,Tony Richardson\RichTo00,NYJ,RB,39,16,10,0,0,0,0,0,5,13,2.60,0,5,5,31,6.20,0,4,9.4,6.9,,124,,RichTo00
438,Mickey Shuler\ShulMi01,MIA,TE,24,6,2,0,0,0,0,0,0,0,,0,5,2,44,22.00,0,4,6.4,5.4,,73,,ShulMi01
439,Stephen Spach\SpacSt00,ARI,TE,28,15,11,0,0,0,0,0,0,0,,0,17,7,40,5.71,0,4,11.0,7.5,,76,,SpacSt00
440,Jerramy Stevens\StevJe00,TAM,TE,31,5,1,0,0,0,0,0,0,0,,0,5,3,43,14.33,0,4,7.3,5.8,,74,,StevJe00
441,Albert Young\YounAl01,MIN,RB,25,3,0,0,0,0,0,0,13,29,2.23,0,2,2,11,5.50,0,4,6.0,5.0,,126,,YounAl01
442,Lorenzo Booker\BookLo00,MIN,RB,26,4,0,0,0,0,0,0,0,0,,0,6,5,32,6.40,0,3,7.7,4.7,,128,,BookLo00
443,Nate Byham\ByhaNa00,SFO,TE,22,14,3,0,0,0,0,0,0,0,,0,7,5,27,5.40,0,3,7.7,5.2,,82,,ByhaNa00
444,Rock Cartwright\CartRo01,OAK,RB,31,16,0,0,0,0,0,0,9,22,2.44,0,3,1,10,10.00,0,3,4.2,3.7,,127,,CartRo01
445,Chase Coffman\CoffCh00,CIN,TE,24,6,0,0,0,0,0,0,0,0,,0,5,3,30,10.00,0,3,6.0,4.5,,81,,CoffCh00
446,Mike Cox\Cox_Mi20,KAN,RB,25,7,2,0,0,0,0,0,0,0,,0,4,4,27,6.75,0,3,6.7,4.7,,130,,Cox_Mi20
447,Jeff Dugan\DugaJe00,MIN,TE,29,16,4,0,0,0,0,0,2,2,1.00,0,5,4,30,7.50,0,3,7.2,5.2,,79,,DugaJe00
448,Jonathan Dwyer\DwyeJo00,PIT,RB,21,1,0,0,0,0,0,0,9,28,3.11,0,0,0,0,,0,3,2.8,2.8,,129,,DwyeJo00
449,Quinton Ganther\GantQu00,2TM,RB,26,11,1,0,0,0,0,0,9,18,2.00,0,3,2,9,4.50,0,3,4.7,3.7,,131,,GantQu00
450,Richard Goodman\GoodRi00,SDG,WR,23,3,0,0,0,0,0,0,0,0,,0,2,1,25,25.00,0,3,3.0,2.0,,176,,GoodRi00
451,Quinn Johnson\JohnQu00,GNB,RB,24,11,4,0,0,0,0,0,0,0,,0,4,3,26,8.67,0,3,5.6,4.1,,132,,JohnQu00
452,Mike Karney\KarnMi00,STL,RB,29,12,5,0,0,0,0,0,6,12,2.00,0,5,5,14,2.80,0,3,7.6,5.1,,133,,KarnMi00
453,Shawn Nelson\NelsSh00,BUF,TE,25,5,1,0,0,0,0,0,0,0,,0,4,3,25,8.33,0,3,5.0,3.0,,83,,NelsSh00
454,Jake O'Connell\OConJa00,KAN,TE,25,15,2,0,0,0,0,0,0,0,,0,4,3,31,10.33,0,3,6.1,4.6,,80,,OConJa00
455,Kevin Ogletree\OgleKe00,DAL,WR,23,6,0,0,0,0,0,0,0,0,,0,6,3,34,11.33,0,3,6.4,4.9,,173,,OgleKe00
456,Patrick Turner\TurnPa00,NYJ,WR,23,5,0,0,0,0,0,0,0,0,,0,2,2,26,13.00,0,3,4.6,3.6,,175,,TurnPa00
457,Lawrence Vickers\VickLa00,CLE,RB,27,16,4,0,0,0,0,0,5,11,2.20,0,9,4,15,3.75,0,3,6.6,4.6,,134,,VickLa00
458,Derrick Williams\WillDe05,DET,WR,24,7,1,0,0,0,0,0,0,0,,0,5,3,30,10.00,0,3,6.0,4.5,,174,,WillDe05
459,Brandon Banks\BankBr00,WAS,WR,23,13,0,0,0,0,0,0,2,6,3.00,0,5,2,10,5.00,0,2,8.6,6.6,,180,,BankBr00
460,Hank Baskett\BaskHa00,2TM,WR,28,8,0,0,0,0,0,0,0,0,,0,4,1,18,18.00,0,2,2.8,2.3,,178,,BaskHa00
461,Michael Bennett\BennMi00,OAK,RB,32,7,0,0,0,0,0,0,2,11,5.50,0,2,2,9,4.50,0,2,4.0,3.0,,135,,BennMi00
462,Brock Bolen\BoleBr00,JAX,RB,25,4,0,0,0,0,0,0,0,0,,0,3,1,15,15.00,0,2,2.5,2.0,,140,,BoleBr00
463,Michael Clayton\ClayMi00,NYG,WR,28,6,0,0,0,0,0,0,0,0,,0,4,2,19,9.50,0,2,3.9,2.9,,177,,ClayMi00
464,Thomas Clayton\ClayTh00,2TM,RB,26,3,0,0,0,0,0,0,7,17,2.43,0,0,0,0,,0,2,1.7,1.7,,139,,ClayTh00
465,Quan Cosby\CosbQu00,CIN,WR,28,16,0,0,0,0,0,0,0,0,,0,2,2,16,8.00,0,2,3.6,2.6,,181,,CosbQu00
466,Chase Daniel\DaniCh00,NOR,QB,24,13,0,2,3,16,0,0,2,16,8.00,0,0,0,0,,0,2,1.7,1.2,,64,,DaniCh00
467,Caleb Hanie\HaniCa00,CHI,QB,25,2,0,5,7,55,0,0,1,-1,-1.00,0,0,0,0,,0,2,2.1,2.1,,65,,HaniCa00
468,Kareem Huggins\HuggKa00,TAM,RB,24,3,0,0,0,0,0,0,4,11,2.75,0,2,1,7,7.00,0,2,2.8,2.3,,137,,HuggKa00
469,Byron Leftwich\LeftBy00,PIT,QB,30,1,0,5,7,42,0,0,0,0,,0,0,0,0,,0,2,1.7,1.7,,68,,LeftBy00
470,Reagan Maui'a\MauiRe00,ARI,RB,26,15,4,0,0,0,0,0,0,0,,0,6,2,20,10.00,0,2,4.0,3.0,,136,,MauiRe00
471,Garrett Mills\MillGa01,2TM,TE,27,7,3,0,0,0,0,0,0,0,,0,3,2,19,9.50,0,2,3.9,2.9,,86,,MillGa01
472,Moran Norris\NorrMo00,SFO,TE,32,16,11,0,0,0,0,0,3,0,0.00,0,9,4,20,5.00,0,2,6.0,4.0,,85,,NorrMo00
473,Jerious Norwood\NorwJe00,ATL,RB,27,2,0,0,0,0,0,0,2,8,4.00,0,3,1,9,9.00,0,2,2.7,2.2,,138,,NorwJe00
474,Fendi Onobun\OnobFe00,STL,TE,24,3,0,0,0,0,0,0,0,0,,0,4,2,15,7.50,0,2,3.5,2.5,,87,,OnobFe00
475,Tyler Palko\PalkTy00,KAN,QB,27,2,0,4,6,35,0,0,2,5,2.50,0,0,0,0,,0,2,1.9,1.9,,66,,PalkTy00
476,Tony Pike\PikeTo00,CAR,QB,24,1,0,6,12,47,0,0,0,0,,0,0,0,0,,0,2,1.9,1.9,,67,,PikeTo00
477,Zach Potter\PottZa99,JAX,TE,24,13,1,0,0,0,0,0,0,0,,0,7,3,24,8.00,0,2,5.4,3.9,,84,,PottZa99
478,David Reed\ReedDa00,BAL,WR,23,13,0,0,0,0,0,0,1,15,15.00,0,1,0,0,,0,2,7.5,7.5,,182,,ReedDa00
479,Matt Willis\WillMa00,DEN,WR,26,6,0,0,0,0,0,0,0,0,,0,2,1,17,17.00,0,2,2.7,2.2,,179,,WillMa00
480,Sam Aiken\AikeSa00,CLE,WR,30,3,0,0,0,0,0,0,0,0,,0,1,1,7,7.00,0,1,1.7,1.2,,190,,AikeSa00
481,Kyle Boller\BollKy00,OAK,QB,29,5,0,2,4,25,0,1,7,18,2.57,0,0,0,0,,0,1,1.3,0.8,,69,,BollKy00
482,Curtis Brinkley\BrinCu00,SDG,RB,25,3,0,0,0,0,0,0,2,11,5.50,0,0,0,0,,0,1,1.1,1.1,,143,,BrinCu00
483,David Carr\CarrDa00,SFO,QB,31,1,0,5,13,67,0,1,0,0,,0,0,0,0,,0,1,1.7,1.7,,73,,CarrDa00
484,Scott Chandler\ChanSc00,2TM,TE,25,13,1,0,0,0,0,0,0,0,,0,3,1,8,8.00,0,1,1.8,1.3,,91,,ChanSc00
485,Desmond Clark\ClarDe00,CHI,TE,33,5,0,0,0,0,0,0,0,0,,0,2,1,12,12.00,0,1,2.2,1.7,,88,,ClarDe00
486,Kevin Curtis\CurtKe00,MIA,WR,32,2,0,0,0,0,0,0,1,6,6.00,0,2,1,6,6.00,0,1,2.2,1.7,,185,,CurtKe00
487,Armanti Edwards\EdwaAr00,CAR,WR,22,3,0,1,1,0,0,0,1,7,7.00,0,2,0,0,,0,1,0.2,-0.3,,189,,EdwaAr00
488,Yamon Figurs\FiguYa00,2TM,WR,27,2,0,0,0,0,0,0,1,-4,-4.00,0,2,2,17,8.50,0,1,2.8,1.3,,183,,FiguYa00
489,Korey Hall\HallKo99,GNB,RB,27,12,6,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,1,1.9,1.4,,144,,HallKo99
490,Ben Hartsock\HartBe00,NYJ,TE,30,16,7,0,0,0,0,0,0,0,,0,3,1,7,7.00,0,1,1.7,1.2,,92,,HartBe00
491,Madison Hedgecock\HedgMa00,NYG,RB,29,4,3,0,0,0,0,0,0,0,,0,2,2,8,4.00,0,1,2.8,1.8,,145,,HedgMa00
492,Paul Hubbard\HubbPa00,BUF,WR,25,1,1,0,0,0,0,0,0,0,,0,3,1,8,8.00,0,1,1.8,1.3,,187,,HubbPa00
493,Tory Humphrey\HumpTo00,NOR,WR,27,6,2,0,0,0,0,0,0,0,,0,2,1,12,12.00,0,1,2.2,1.7,,184,,HumpTo00
494,Manuel Johnson\JohnMa04,DAL,WR,24,2,0,0,0,0,0,0,0,0,,0,5,1,6,6.00,0,1,1.6,1.1,,191,,JohnMa04
495,Erik Lorig\LoriEr99,TAM,TE,24,9,1,0,0,0,0,0,0,0,,0,2,1,10,10.00,0,1,2.0,1.5,,89,,LoriEr99
496,Kregg Lumpkin\LumpKr00,TAM,RB,26,11,0,0,0,0,0,0,1,0,0.00,0,1,1,12,12.00,0,1,2.2,1.7,,141,,LumpKr00
497,Carlton Mitchell\MitcCa00,CLE,WR,22,5,0,0,0,0,0,0,1,9,9.00,0,1,0,0,,0,1,0.9,0.9,,186,,MitcCa00
498,Jordan Palmer\PalmJo20,CIN,QB,26,1,0,3,3,18,0,0,0,0,,0,0,0,0,,0,1,0.7,0.7,,71,,PalmJo20
499,Cedric Peerman\PeerCe00,CIN,RB,24,7,0,0,0,0,0,0,2,1,0.50,0,3,1,11,11.00,0,1,2.2,1.7,,142,,PeerCe00
500,Chad Pennington\PennCh01,MIA,QB,34,1,1,1,2,19,0,0,0,0,,0,0,0,0,,0,1,0.8,0.8,,70,,PennCh01
501,Chris Pressley\PresCh00,2TM,RB,24,7,0,0,0,0,0,0,1,0,0.00,0,1,1,6,6.00,0,1,1.6,1.1,,147,,PresCh00
502,Richard Quinn\QuinRi00,DEN,TE,24,14,4,0,0,0,0,0,0,0,,0,2,1,9,9.00,0,1,1.9,1.4,,90,,QuinRi00
503,Chris Redman\RedmCh00,ATL,QB,33,2,0,4,6,20,0,0,1,-1,-1.00,0,0,0,0,,0,1,0.7,0.7,,72,,RedmCh00
504,Alex Smith\SmitAl02,CLE,TE,28,3,1,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,1,1.6,1.1,,93,,SmitAl02
505,Kyle Williams\WillKy01,SFO,WR,22,5,0,0,0,0,0,0,0,0,,0,1,1,8,8.00,0,1,1.8,1.3,,188,,WillKy01
506,Garrett Wolfe\WolfGa00,CHI,RB,26,16,0,0,0,0,0,0,4,8,2.00,0,0,0,0,,0,1,0.8,0.8,,146,,WolfGa00
507,Andre' Anderson\AndeAn23,BUF,,22,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,163,,AndeAn23
508,Deon Anderson\AndeDe01,DAL,,27,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,2,,AndeDe01
